word|wordRepr|freq
madame|madame|2461.61608145689
mademoiselle|mademoiselle|748.675709072289
magasin|magasin|536.032139951681
magasins|magasins|156.741408303327
magazine|magazine|115.797593303879
magie|magie|223.837082448041
magique|magique|228.726149889206
magnifique|magnifique|559.23757317309
mai|mai|385.22805586902
maigre|maigre|324.09816615025164
maigres|maigres|128.8427164606591
maillot|maillot|130.082070433847
main|main|5895.97883823767
mains|mains|3585.40478917865
maintenant|maintenant|9160.01969702237
maintenir|maintenir|175.684681752633
maire|maire|225.569575946913
mairie|mairie|156.382253510017
mais|mais|52988.390800079265
maison|maison|5669.02653926772
maisons|maisons|817.989203009867
majesté|majeste|358.148121617417
major|major|134.662571178961
majorité|majorite|130.526083575585
mal|mal|7319.238148270625
malade|malade|1459.9161108008009
malades|malades|280.507234580283
maladie|maladie|558.970165988692
maladies|maladies|137.024340429125
malaise|malaise|172.75544856958632
malentendu|malentendu|98.922008311865
malgré|malgre|1304.54363846081
malheur|malheur|669.561583733591
malheureuse|malheureuse|196.1088162872268
malheureusement|malheureusement|310.190808487795
malheureux|malheureux|479.001039493369
malheurs|malheurs|150.904322434064
malin|malin|395.684266400309
malédiction|malediction|114.564042440626
maman|maman|3729.32646843589
mamie|mamie|114.49642751228
man|man|143.748878032393
manche|manche|249.557825141861
manches|manches|154.048025827094
mandat|mandat|193.600561985023
mange|mange|747.046408825644
mangeait|mangeait|137.38800252878
mangent|mangent|120.658008489011
manger|manger|1932.222911775049
manges|manges|137.723063051674
mangez|mangez|116.493609088796
mangé|mange|483.551808767856
manie|manie|115.49772860614681
manivelle|manivelle|179.339642986149
manière|maniere|1042.42946908615
manières|manieres|219.558451189247
manoeuvre|manoeuvre|135.7271458045518
manquait|manquait|366.872184341189
manque|manque|1104.885230223769
manquent|manquent|107.123385154125
manquer|manquer|302.180516570101
manques|manques|127.04386542688154
manqué|manque|370.85801140562535
manteau|manteau|522.118226450973
manège|manege|102.703535813905
maquillage|maquillage|123.245688259305
marbre|marbre|263.31237077214377
marcha|marcha|121.719691162171
marchait|marchait|333.091991871531
marchand|marchand|213.8604511132491
marchandise|marchandise|106.139500326018
marchands|marchands|114.6575835822979
marchant|marchant|172.5063762889871
marche|marche|1976.304607852514
marchent|marchent|122.216814124001
marcher|marcher|912.965277836769
marchera|marchera|104.930241117101
marches|marches|373.13347979912373
marché|marche|1090.381929218075
mardi|mardi|208.0063384129
marge|marge|147.490478877976
mari|mari|2052.81821434585
maria|maria|123.054973564337
mariage|mariage|1260.80499431677
marie|marie|155.619548370746
marier|marier|442.313932180611
marin|marin|207.01861685329408
marine|marine|224.84619144043046
marins|marins|161.0582809803158
marié|marie|412.9222683676598
mariée|mariee|448.9326011682168
mariés|maries|270.3019789517755
marque|marque|384.221136780017
marquer|marquer|134.43087675397
marques|marques|154.83142168327274
marquis|marquis|136.520705372363
marqué|marque|218.4275259647035
marrant|marrant|302.037312905163
marre|marre|499.3403087435817
marrer|marrer|103.955390106759
marron|marron|134.8581634098716
mars|mars|225.683240191975
marteau|marteau|138.094903279449
maréchal|marechal|223.984665919751
marée|maree|145.169881408587
masque|masque|298.29799798834154
massacre|massacre|139.507223862399
masse|masse|413.45814434876047
masses|masses|134.99450395535413
massif|massif|107.1041561505301
match|match|372.484648557957
matelas|matelas|191.504745141897
maternelle|maternelle|101.60358024835361
matin|matin|3523.23955697296
matins|matins|163.688575039623
matinée|matinee|246.63205846071628
matière|matiere|350.794110878936
matériel|materiel|319.4150712406249
maudit|maudit|190.96342401133603
maudite|maudite|99.6546501610618
mauvais|mauvais|1454.4967293612347
mauvaise|mauvaise|874.719371824974
mauvaises|mauvaises|260.422316850406
maximum|maximum|206.6674358682312
maître|maitre|1381.3848678081108
maîtres|maitres|231.41300800138453
maîtresse|maitresse|450.7455486705012
me|me|50519.36597577389
mec|mec|1669.93851410246
mecs|mecs|519.980579521347
meilleur|meilleur|1170.5577494990544
meilleure|meilleure|667.589835974399
meilleures|meilleures|174.5755072545176
meilleurs|meilleurs|399.439108024753
membre|membre|230.44849888152
membres|membres|433.471475983267
menace|menace|365.385551620161
menaces|menaces|160.28177971778808
menacé|menace|140.8506145083383
menait|menait|149.827771359006
mener|mener|285.335735327355
menottes|menottes|99.5309950500438
mens|mens|264.5415925078961
mensonge|mensonge|305.198949498197
mensonges|mensonges|225.002852473225
ment|ment|164.511303797712
menteur|menteur|190.5281251370381
menti|menti|313.283770142964
mentir|mentir|287.161431212498
menton|menton|356.512068148601
menu|menu|158.8460738494197
mené|mene|112.482557860077
mer|mer|1897.58440689025
merci|merci|7767.71240135376
mercredi|mercredi|177.008728164526
merde|merde|2926.9435622571364
mers|mers|99.4940179612429
merveille|merveille|209.330889489916
merveilleuse|merveilleuse|211.3391219419073
merveilleux|merveilleux|496.49886427154365
mes|mes|11676.640520709965
mesdames|mesdames|345.715081471118
message|message|719.961565563902
messages|messages|158.450682426504
messe|messe|267.906297410918
messieurs|messieurs|1066.47163684195
mesure|mesure|818.3688319310893
mesurer|mesurer|126.016645055643
mesures|mesures|178.19910939436983
met|met|966.310415928376
mets|mets|1313.466124547127
mettaient|mettaient|116.087856570328
mettait|mettait|469.280177648908
mettant|mettant|142.613375617157
mette|mette|161.146050486249
mettent|mettent|226.277370797378
mettez|mettez|524.858238126561
mettons|mettons|138.084943887691
mettra|mettra|124.377168828244
mettre|mettre|2753.65497389068
meuble|meuble|98.50139966062022
meubles|meubles|325.6756262393659
meure|meure|112.824315592703
meurent|meurent|162.731503588684
meurs|meurs|274.514610636139
meurt|meurt|355.796681988608
meurtre|meurtre|518.921067546497
meurtres|meurtres|141.465589471251
meurtrier|meurtrier|147.75664787401018
micro|micro|99.3265034368942
midi|midi|566.8440858867062
miel|miel|189.6134513861174
mien|mien|508.3211172109495
mienne|mienne|534.8856181351671
miennes|miennes|111.46712882350708
miens|miens|211.35707434698747
miettes|miettes|105.146882025395
mieux|mieux|6283.779589166658
mignon|mignon|324.8576336457385
mignonne|mignonne|156.6455113485457
milieu|milieu|1729.80229729167
militaire|militaire|629.8025511739249
militaires|militaires|314.618989596736
mille|mille|1378.530470633344
milliards|milliards|139.800915220599
milliers|milliers|410.972381232178
million|million|245.616067143797
millions|millions|737.507393768109
minable|minable|166.6837885920252
mince|mince|504.04280550248006
minces|minces|111.450236427947
mine|mine|501.76044251533057
mines|mines|159.58398266923191
minimum|minimum|131.979518324084
ministre|ministre|543.864945684147
ministres|ministres|128.459435922737
ministère|ministere|171.565252454541
minuit|minuit|375.106918129746
minuscule|minuscule|245.37946370866692
minuscules|minuscules|149.87003462349654
minute|minute|1139.1997078588522
minutes|minutes|1861.6914198228665
miracle|miracle|405.968207037712
miracles|miracles|138.245020743114
mirent|mirent|158.428395560756
miroir|miroir|403.035156328243
miroirs|miroirs|103.401147747663
mis|mis|2742.4242476803706
mise|mise|842.8406368227288
mises|mises|124.40545085467983
miss|miss|269.346912289425
mission|mission|672.842935744816
misère|misere|308.81365225581
misérable|miserable|183.8575914536587
mit|mit|1054.73594989988
mlle|mlle|288.04943829089893
mme|mme|632.1928313086416
mobile|mobile|106.0553632317086
moche|moche|219.680305831551
mode|mode|426.6872972599
moderne|moderne|237.6989653432524
modeste|modeste|177.881292291558
modèle|modele|337.93556534037515
moeurs|moeurs|132.335966279762
moi|moi|30665.37906712357
moi-même|moimeme|1046.03023434903
moindre|moindre|897.671316151646
moine|moine|143.973307634135
moines|moines|111.287803759414
moins|moins|6719.105028664794
mois|mois|3389.6359984369
moitié|moitie|1002.36733418497
molle|molle|145.831071597939
moment|moment|5569.59768760191
moments|moments|586.522005973796
mon|mon|33844.07398053346
monde|monde|8547.58531983011
mondiale|mondiale|114.9177451485225
monnaie|monnaie|288.36486810640446
monseigneur|monseigneur|173.954205311471
monsieur|monsieur|4784.96093321438
monstre|monstre|405.1451011140719
monstres|monstres|134.4446536721518
mont|mont|117.463921318596
monta|monta|192.236480622176
montagne|montagne|475.132668059389
montagnes|montagnes|314.449119259278
montaient|montaient|124.750994639532
montait|montait|364.185684189486
montant|montant|180.4714937846853
monte|monte|989.874818828296
montent|montent|105.535225214058
monter|monter|1002.56440733427
montra|montra|165.464187492631
montrait|montrait|202.172687571341
montrant|montrant|138.314455345249
montre|montre|1154.047090936089
montrer|montrer|1194.75575727777
montres|montres|97.3787992688452
montrez|montrez|160.007853502504
montré|montre|317.247278867456
monté|monte|330.0808237666837
montée|montee|218.5317669573285
moque|moque|208.31382589435552
moquer|moquer|114.98647076566
moquette|moquette|99.18380443708
moral|moral|235.704139579845
morale|morale|305.38152447519496
morceau|morceau|540.571290737175
morceaux|morceaux|360.046297697726
mordre|mordre|116.306514536331
mordu|mordu|99.32105135148089
mort|mort|6891.663048252194
morte|morte|1215.077100263929
mortel|mortel|146.522541666361
mortes|mortes|220.75738077680808
morts|morts|1359.968478266539
mot|mot|2388.99531089754
moteur|moteur|391.915986613084
moteurs|moteurs|104.1442851279385
motif|motif|153.37724647558
motifs|motifs|108.361462528798
moto|moto|208.179470932385
mots|mots|2182.30426088578
mou|mou|162.184718103589
mouche|mouche|197.9721982461682
mouches|mouches|205.6374702492101
mouchoir|mouchoir|212.114901950316
moue|moue|99.5746885536511
mouillé|mouille|173.8057224067963
mouillée|mouillee|121.82811991081599
moulin|moulin|122.90393052668
mourant|mourant|107.24705947021799
mourir|mourir|2008.52582184151
mourra|mourra|102.100722415259
mousse|mousse|182.35338349310263
mousson|mousson|98.3148412474753
moustache|moustache|216.962261471385
moustaches|moustaches|100.120567669829
mouton|mouton|110.781627774744
moutons|moutons|139.795297225462
mouvement|mouvement|898.960690608576
mouvements|mouvements|324.677760173204
moyen|moyen|943.8167732627
moyenne|moyenne|158.1772800814182
moyens|moyens|522.5171035808648
muet|muet|165.76714846266628
muette|muette|136.89723802128168
multiples|multiples|111.92306773544063
munitions|munitions|125.224732315943
mur|mur|1269.01737295802
murmura|murmura|323.511658328574
murmure|murmure|240.4505080211966
murs|murs|960.173811052735
muscles|muscles|232.43876665930983
musical|musical|115.330750221118
musiciens|musiciens|106.037079007182
musique|musique|1533.9121688418577
musée|musee|222.09390830329232
mystère|mystere|342.541066724822
mystérieuse|mysterieuse|138.217632816475
mystérieux|mysterieux|214.983772759143
mâchoire|machoire|99.2079301816923
mâle|male|148.2434097402868
mèche|meche|149.88362642688
mène|mene|293.19954219301
mère|mere|7737.4395541221
mères|meres|213.894702159343
mètre|metre|155.60232415573924
mètres|metres|799.7912184340727
mécanique|mecanique|183.8229893830428
méchant|mechant|319.56592916348416
méchante|mechante|131.09317727887
méchants|mechants|137.9007220825803
médaille|medaille|120.715664025598
médecin|medecin|951.284984385564
médecine|medecine|196.002238686568
médecins|medecins|235.143755355413
médical|medical|101.499524370527
médicaments|medicaments|210.484305900081
méfiance|mefiance|115.938090131185
méfie|mefie|105.444039885496
méfier|mefier|111.316992154768
mélancolie|melancolie|127.501458102881
mélancolique|melancolique|101.56658395447748
mélange|melange|249.440177460652
mémoire|memoire|890.612675073674
mémé|meme|233.11827948334
ménage|menage|332.3113151221053
mépris|mepris|251.0040649514589
mérite|merite|396.772966770512
mérites|merites|116.6769053199142
mérité|merite|107.976585842036
métal|metal|295.880041850857
métallique|metallique|104.57161019399
méthode|methode|166.082239522772
méthodes|methodes|107.089300017754
métier|metier|706.713911839241
métro|metro|316.233094955205
mêle|mele|164.804829246188
mêler|meler|156.240294969397
mêlé|mele|124.6413015614933
mêlée|melee|121.1926708199908
même|meme|18879.006916172584
mêmes|memes|907.355520457632
môme|mome|306.703700534027
mômes|momes|182.760400340964
n'|n|82131.29479720381
nage|nage|104.3285069330491
nager|nager|154.123295013361
naguère|naguere|136.201407351162
nain|nain|104.152648370857
naissance|naissance|479.93815375064
nana|nana|187.753516724002
nanas|nanas|105.034852339323
nappe|nappe|116.4629397750543
narines|narines|125.848019842502
nation|nation|268.431147054787
national|national|323.9148891242094
nationale|nationale|407.813420002578
nations|nations|126.720079304411
nature|nature|931.6677915691223
naturel|naturel|406.6380800203091
naturelle|naturelle|213.317463949501
naturellement|naturellement|509.818603423531
navire|navire|240.695813454645
navires|navires|155.111355328367
navré|navre|124.79488552705911
nazis|nazis|114.5087427171481
naître|naitre|178.900207035104
ne|ne|116040.195573453
neige|neige|655.2025970816259
nerfs|nerfs|266.71281990877
nerveuse|nerveuse|159.89145094561212
nerveux|nerveux|316.5656145501913
net|net|318.3463280640893
nette|nette|102.871420567851
nettement|nettement|128.782334881365
nettoyer|nettoyer|226.811100618411
neuf|neuf|607.773414982976
neuve|neuve|179.516612237133
neveu|neveu|202.389896093153
nez|nez|1386.48961910938
ni|ni|5706.12470768528
nid|nid|140.855900684028
nier|nier|101.215422174489
niveau|niveau|418.776195953211
nièce|niece|104.393951163084
noble|noble|265.6161457303209
nobles|nobles|125.1719927254487
noblesse|noblesse|101.588187976257
noces|noces|148.687237767227
nocturne|nocturne|166.69771915080813
noeud|noeud|121.240162644946
noir|noir|2214.999385396859
noire|noire|1067.914526982879
noires|noires|411.8413321526618
noirs|noirs|821.5930330708509
noix|noix|137.640930745953
nom|nom|4699.89949972501
nombre|nombre|618.997751264752
nombreuses|nombreuses|175.228353406027
nombreux|nombreux|367.384884689913
nomme|nomme|104.015937595777
nommer|nommer|98.1371822165694
nommé|nomme|270.10344408916353
noms|noms|606.970247047928
non|non|28521.48255541873
nord|nord|805.969148731089
normal|normal|792.3072816168797
normale|normale|237.9203301468873
normalement|normalement|180.291849170267
nos|nos|6061.10506844662
nostalgie|nostalgie|123.195100162047
notaire|notaire|106.839672392759
notamment|notamment|122.670065403378
note|note|476.68930299606814
notes|notes|370.594587657374
notre|notre|9363.422956017903
noté|note|112.43541705964363
nourri|nourri|101.3338295199676
nourrir|nourrir|253.307099450441
nourriture|nourriture|386.618637994664
nous|nous|47468.1743401406
nous-mêmes|nousmemes|150.324913525911
nouveau|nouveau|3324.60618080657
nouveaux|nouveaux|532.3492354471291
nouvel|nouvel|290.249649767252
nouvelle|nouvelle|1937.456061287757
nouvelles|nouvelles|1241.041871792683
novembre|novembre|229.257715947882
noyer|noyer|124.21381058571919
noyé|noye|104.4541476275794
nu|nu|465.1819437328477
nuage|nuage|210.057338794505
nuages|nuages|377.28320818136
nue|nue|403.8800129783105
nues|nues|178.7000376135008
nuit|nuit|6804.557396949999
nuits|nuits|520.251582310004
nul|nul|646.5888211904373
nulle|nulle|617.0005819573585
numéro|numero|1221.64862151515
numéros|numeros|117.938904119326
nuque|nuque|307.248692486363
nus|nus|344.3141574549976
nègre|negre|171.6120230253768
né|ne|521.0237736501066
néanmoins|neanmoins|195.61206355499462
néant|neant|167.388487170186
nécessaire|necessaire|601.9664238779837
nécessaires|necessaires|152.32951356627754
nécessité|necessite|193.67780448568004
née|nee|266.4243763161092
négatif|negatif|108.65390876267941
nés|nes|103.9267378507266
nôtre|notre|242.4913953704419
nôtres|notres|243.8117901656352
o|o|377.4734112752513
objectif|objectif|156.8182736384336
objet|objet|515.29926054219
objets|objets|418.240614984192
oblige|oblige|152.217483880206
obligé|oblige|460.05846809310674
obligée|obligee|161.66020027916588
obligés|obliges|129.47579053329923
obscur|obscur|186.917011047731
obscure|obscure|131.85823823125
obscurité|obscurite|345.217205780973
observa|observa|107.487251573654
observait|observait|114.751865183164
observation|observation|98.7196873970264
observe|observe|154.607886181327
observer|observer|194.601863078889
obstacle|obstacle|113.537358208708
obtenir|obtenir|408.967596077013
obtenu|obtenu|192.823524583175
obus|obus|202.409297942424
obéir|obeir|153.875799676526
occasion|occasion|809.243944904063
occasions|occasions|110.524358160949
occupait|occupait|195.976466113844
occupation|occupation|152.053570293284
occupe|occupe|973.698358162626
occuper|occuper|846.061237025062
occupez|occupez|96.8597527349109
occupé|occupe|460.0071710108512
occupée|occupee|211.92962013568518
octobre|octobre|263.467940321222
océan|ocean|262.421854240032
odeur|odeur|1134.92247003181
odeurs|odeurs|209.088124984376
oeil|oeil|2059.47901536799
oeuf|oeuf|185.881069473098
oeufs|oeufs|305.717625802534
oeuvre|oeuvre|578.3866095008916
oeuvres|oeuvres|169.2545951718341
offert|offert|343.466255211898
office|office|150.24042540708
officiel|officiel|129.3945838015714
officielle|officielle|113.94164901386283
officiellement|officiellement|97.6520357042073
officier|officier|452.53152221906157
officiers|officiers|346.910532287657
offrait|offrait|190.12107681498
offre|offre|663.2899709234221
offrir|offrir|562.413178735058
offrit|offrit|99.112927326707
oh|oh|6025.279927293299
oignons|oignons|142.51223089683612
oiseau|oiseau|503.80841650898
oiseaux|oiseaux|543.265918337726
ok|ok|2059.871317979368
ombre|ombre|1244.3845779060869
ombres|ombres|288.6754203859679
on|on|73821.34713821602
oncle|oncle|1351.45563050668
ondes|ondes|105.419914140883
ongles|ongles|292.715289780443
ont|ont|12306.046238477591
onze|onze|299.93495249290714
opinion|opinion|338.597310874124
opposé|oppose|122.1270782396304
opéra|opera|211.93177162892113
opération|operation|502.299828741651
opérations|operations|223.305893554916
opérer|operer|129.295424664762
or|or|1814.1873142293043
orage|orage|247.429940220074
orange|orange|210.501147616369
orchestre|orchestre|175.71153353995166
ordinaire|ordinaire|360.95426196979497
ordinateur|ordinateur|179.032908233009
ordonnance|ordonnance|151.350691388912
ordonne|ordonne|128.98049951438
ordonné|ordonne|110.96095283883699
ordre|ordre|1711.27203424813
ordres|ordres|773.995084387581
ordure|ordure|150.498397069919
ordures|ordures|166.092754258926
oreille|oreille|756.056866610171
oreiller|oreiller|187.906718190848
oreilles|oreilles|711.635768613187
organes|organes|108.055270850932
organisation|organisation|292.314095247592
organiser|organiser|164.389653475282
organisé|organise|129.3425654651955
orgueil|orgueil|245.61896603218
original|original|135.7202634800214
origine|origine|309.34957198023
origines|origines|101.580009848137
os|os|496.850549921731
osait|osait|159.926615296578
ose|ose|282.8401856646911
oses|oses|111.14767716170462
osé|ose|217.5874001459308
otage|otage|100.137811089912
ou|ou|22028.101177516408
ouais|ouais|3151.42067631986
oubli|oubli|194.926932735828
oubliais|oubliais|100.449454853191
oublie|oublie|898.511702302733
oublier|oublier|879.771242164268
oublierai|oublierai|123.918133644007
oublies|oublies|113.91355210222639
oubliez|oubliez|333.725652762765
oublié|oublie|1351.4119684772659
oubliée|oubliee|129.439183674096
ouest|ouest|379.5762832885841
oui|oui|21166.2969339064
ours|ours|227.05750447153
outils|outils|171.701037655628
outre|outre|320.48886479877945
ouvert|ouvert|864.374686314634
ouverte|ouverte|711.685820571126
ouvertes|ouvertes|187.8222108669421
ouverts|ouverts|264.8298387166363
ouverture|ouverture|219.06514575384
ouvrage|ouvrage|171.36960954435818
ouvrait|ouvrait|268.356267303193
ouvrant|ouvrant|137.99389299465557
ouvre|ouvre|1217.78060804164
ouvrez|ouvrez|387.709502127224
ouvrier|ouvrier|146.8862037660166
ouvriers|ouvriers|290.95416323061477
ouvrir|ouvrir|923.522991048855
ouvrit|ouvrit|488.028567852301
oxygène|oxygene|102.39732493096331
où|ou|23317.59613623688
pacha|pacha|100.20505578866
pacte|pacte|103.057774661122
page|page|444.47262778762
pages|pages|405.028705493135
paie|paie|410.1014639332576
paille|paille|296.7823497176379
pain|pain|889.705285351077
paire|paire|256.6371761418168
paisible|paisible|187.187317120513
paix|paix|1365.9997261276
palais|palais|484.209890415783
palier|palier|170.595093865343
pan|pan|124.2817957436618
panier|panier|209.643088597591
panique|panique|263.324736656284
panne|panne|190.551140192859
panneau|panneau|144.968281747867
pantalon|pantalon|490.469385405004
pantalons|pantalons|109.193818859199
papa|papa|1849.78292203924
pape|pape|116.054326778353
papier|papier|1101.67676704746
papiers|papiers|673.97766622666
papillon|papillon|103.199548086943
paquet|paquet|546.882823267847
paquets|paquets|189.006284321727
par|par|30183.12307720757
par-dessus|pardessus|467.377998927377
paradis|paradis|336.59523255659
paraissaient|paraissaient|151.562435556189
paraissait|paraissait|672.971597494135
parapluie|parapluie|103.514473237325
paraît|parait|1071.0700339797
paraître|paraitre|304.75874161376
parc|parc|382.861389877838
parce que|parceque|4817.2069573947265
parcours|parcours|151.65508259806472
pardon|pardon|1695.536188503849
pardonne|pardonne|360.025650724136
pardonner|pardonner|182.588154985321
pardonnez|pardonnez|220.510472258566
pareil|pareil|1021.8249932212633
pareille|pareille|380.8371906042796
pareilles|pareilles|154.368754087411
pareils|pareils|212.82922116483482
parent|parent|102.16850325332783
parents|parents|1803.3825196532996
parfait|parfait|658.3824149378563
parfaite|parfaite|301.23284916652443
parfaitement|parfaitement|639.647777114402
parfois|parfois|2415.06450853372
parfum|parfum|421.241114712283
parfums|parfums|103.810890638231
pari|pari|101.893504759402
parie|parie|336.801926342247
paris|paris|113.501287488825
parking|parking|143.126465400555
parla|parla|228.309512404986
parlaient|parlaient|253.116353281276
parlais|parlais|288.646244259736
parlait|parlait|1104.22127718435
parlant|parlant|338.70681883736364
parle|parle|3413.06813171412
parlent|parlent|337.644951049404
parler|parler|5995.762325646138
parlera|parlera|164.660680802182
parlerai|parlerai|168.936069084025
parles|parles|1032.24310903901
parlez|parlez|786.288916574209
parlions|parlions|103.417484798827
parlons|parlons|343.834641206893
parlé|parle|2040.9816291438708
parmi|parmi|1322.28184045722
paroi|paroi|104.204500797509
parole|parole|839.460897608087
paroles|paroles|706.669650722116
parquet|parquet|124.003515862634
pars|pars|778.1983242937034
part|part|3835.699154246812
partage|partage|196.8098947228857
partager|partager|324.095101352145
partagé|partage|99.9427235241248
partait|partait|188.203320706553
partant|partant|138.08147738578955
parte|parte|168.95164647092
partenaire|partenaire|179.761917670581
partent|partent|124.450401751727
partez|partez|443.084106463004
parti|parti|1965.2097105866142
participer|participer|172.242020030789
particulier|particulier|397.18792595242303
particulière|particuliere|147.8023269611296
particulièrement|particulierement|281.86297884124
partie|partie|2650.381452421063
parties|parties|248.6430169554135
partir|partir|3057.94892628675
partis|partis|552.7900964675609
partit|partit|180.481842611116
partons|partons|322.054966731216
partout|partout|1764.01165210345
parts|parts|113.920434426756
paru|paru|219.350142049674
parut|parut|398.238002405713
parvenait|parvenait|144.274251546461
parvenir|parvenir|159.775067593797
parvenu|parvenu|113.69687971973508
parvint|parvint|111.513344049948
pas|pas|150903.9804845225
pascal|pascal|172.1196292491638
passa|passa|472.371122246368
passage|passage|970.310557653101
passagers|passagers|130.27969892754152
passages|passages|121.119048461836
passaient|passaient|250.063835216809
passais|passais|148.487808804818
passait|passait|875.508719098522
passant|passant|452.8248310785424
passants|passants|146.95402301423644
passe|passe|4249.711831158394
passent|passent|359.358996180249
passeport|passeport|148.365264382591
passer|passer|3485.610482405239
passera|passera|296.578036283334
passerai|passerai|111.987266841158
passerait|passerait|106.716572626137
passes|passes|174.2085637677603
passez|passez|327.453657453877
passion|passion|545.328359029479
passions|passions|161.821726578781
passons|passons|151.244094583178
passèrent|passerent|121.572835880534
passé|passe|4199.518857330901
passée|passee|406.9782031939439
passées|passees|175.0945729935268
passés|passes|282.10246195967864
pasteur|pasteur|146.65361524123
pathétique|pathetique|103.496150602648
patience|patience|345.386922477829
patient|patient|290.269249000443
patiente|patiente|109.11587430949729
patients|patients|167.78175857406387
patrie|patrie|285.535349404563
patron|patron|1188.41902672384
patronne|patronne|211.406385845731
patrons|patrons|100.876945828966
patrouille|patrouille|98.50484695744593
patte|patte|152.004092884817
pattes|pattes|504.622974074903
paume|paume|147.0903443546441
paupières|paupieres|329.537639219015
pause|pause|205.954208137427
pauvre|pauvre|2047.8993978317699
pauvres|pauvres|629.882697896134
pavillon|pavillon|139.540198309979
paye|paye|315.0017270593844
payer|payer|1140.86130504228
pays|pays|2438.34320615281
paysage|paysage|334.45409458682
paysan|paysan|178.0364916110384
paysans|paysans|241.3198222353231
payé|paye|539.3780298240229
peau|peau|1415.66664680263
peignoir|peignoir|113.348258867655
peindre|peindre|194.168920017701
peine|peine|3218.433464905729
peines|peines|97.83006496471036
peint|peint|226.2690267595346
peintre|peintre|245.80786105336
peinture|peinture|467.373842645554
pelle|pelle|110.3383550922
pencha|pencha|186.890363580286
penchant|penchant|109.39521420004459
penche|penche|187.389657240426
penché|penche|169.3013657426701
penchée|penchee|104.64523255214479
pendant|pendant|4270.56440625619
pendre|pendre|114.913237842177
pendu|pendu|123.4560021874654
pensa|pensa|435.835754687143
pensais|pensais|1480.80711989235
pensait|pensait|776.065844578934
pensant|pensant|262.2895040666482
pense|pense|3827.27960169303
pensent|pensent|273.550829706348
penser|penser|1657.39553441772
penses|penses|1239.36110161811
pensez|pensez|1047.70348149564
pension|pension|190.153897621957
pensé|pense|1369.87679262394
pensée|pensee|695.9928281155079
pensées|pensees|466.8991916642709
pente|pente|239.049072403998
perd|perd|357.106025908326
perdait|perdait|149.224236706241
perdre|perdre|1259.25671035389
perds|perds|327.3796840712
perdu|perdu|2073.75939756175
perdue|perdue|391.84000844182003
perdus|perdus|217.3959257866927
perfection|perfection|129.832793833374
perles|perles|126.063970970874
permanence|permanence|99.5540101058646
permet|permet|257.387917100742
permets|permets|126.408805770729
permettait|permettait|154.732786416663
permettez|permettez|321.584657146554
permettre|permettre|286.30732415567
permis|permis|579.679998868165
permission|permission|262.813644725521
perron|perron|105.012341948626
personnage|personnage|386.34303347707
personnages|personnages|263.819472330808
personnalité|personnalite|148.789863405936
personne|personne|6742.9033110847295
personnel|personnel|482.957493047654
personnelle|personnelle|178.889673093874
personnellement|personnellement|183.060450153495
personnes|personnes|932.5327958608233
perspective|perspective|186.78282199548354
persuadé|persuade|116.5318505069906
perte|perte|312.124531417789
pesait|pesait|113.192874433375
peser|peser|96.6878653397435
peste|peste|143.66476014315867
petit|petit|8162.5192703875755
petit-fils|petitfils|129.145677430695
petite|petite|5278.742005997307
petites|petites|1273.7717466818096
petits|petits|2180.991296823561
peu|peu|14999.422503627311
peuple|peuple|1083.9877282423645
peuples|peuples|129.483228202225
peur|peur|4722.71097176262
peut|peut|9452.34015605747
peut-être|peutetre|8822.29577076035
peuvent|peuvent|1114.03263991061
peux|peux|10953.7857275786
phare|phare|97.9636602624116
phares|phares|139.786953187619
pharmacie|pharmacie|106.559387723143
phase|phase|105.446561608328
philosophe|philosophe|110.05734916846554
philosophie|philosophie|187.214168907832
photo|photo|974.116413616841
photographe|photographe|134.39968357003
photographie|photographie|184.22201321758288
photographies|photographies|102.22252637829074
photos|photos|695.975474798142
phrase|phrase|563.9472910119187
phrases|phrases|330.7974673201163
physique|physique|355.645492246302
phénomène|phenomene|106.666705782997
piano|piano|282.72450436191923
pied|pied|1939.6836046783
pieds|pieds|1902.15185197131
pierre|pierre|877.018934488887
pierres|pierres|532.253160313503
piges|piges|148.1912062891131
pigé|pige|126.461564566298
pile|pile|231.00671240764186
pilote|pilote|280.0208237385276
pilules|pilules|135.158602657074
pince|pince|105.65867600520221
pins|pins|106.036338547988
pipe|pipe|215.1857234443851
piper|piper|114.824574236448
pipi|pipi|134.783130017675
pique|pique|157.9805771617163
piquer|piquer|162.694137065211
piqué|pique|168.5179821556125
pire|pire|1111.0743842419379
pires|pires|184.046690794711
pis|pis|411.55470129783623
piscine|piscine|208.43674054618
pisse|pisse|118.7056311048933
pisser|pisser|189.503592398356
piste|piste|431.0689243870008
pistolet|pistolet|255.32076478277
pitié|pitie|737.878863766287
pizza|pizza|113.950733510901
pièce|piece|1670.3626815506
pièces|pieces|674.749239273973
piège|piege|265.2488320139657
placard|placard|247.01333421005
place|place|4097.817270250254
placer|placer|180.0700949319603
places|places|288.04395473128864
placé|place|229.9800089706479
plafond|plafond|305.679372115219
plage|plage|642.146052819773
plages|plages|98.958283351622
plaie|plaie|135.795871421689
plaindre|plaindre|229.423781028039
plaine|plaine|247.5655595114382
plains|plains|103.83245624986068
plainte|plainte|257.24399218168503
plairait|plairait|104.874756278824
plaire|plaire|212.307448588194
plais|plais|143.888110530306
plaisait|plaisait|198.719511113343
